ClassQualifiedName,CBO,CYCLO,DIT,ELOC,FanIn,LCOM,LOC,LOCNAMM,NMNOPARAM,NOA,NOC,NOM,NOMNAMM,NOPA,PMMM,PRB,WLOCNAMM,WMC,WMCNAMM,Complex_Class,Large_Class,Spaghetti_Code,project_name
org.apache.lucene.analysis.synonym.TestSolrSynonymParser,20,20,2,85,0,36,85,85,7,0,0,9,9,0,0.5555555555555556,0,9.666666666666666,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.synonym.TestSynonymMapFilter,111,111,2,565,0,386,565,565,18,6,0,37,37,0,0,0,16.324324324324323,111,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.synonym.TestWordnetSynonymParser,6,6,2,19,0,1,19,19,1,2,0,2,2,0,0,0,9.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.th.TestThaiAnalyzer,32,32,2,89,0,105,89,89,14,0,0,15,15,0,0.6666666666666666,0,5.8,32,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.tr.TestTurkishAnalyzer,7,7,2,32,0,6,32,32,4,0,0,4,4,0,0.25,0,7.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.tr.TestTurkishLowerCaseFilter,15,15,2,39,1,10,39,39,4,0,0,5,5,0,0.6,0,7.6,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.util.TestCharArrayIterator,10,10,2,79,1,15,79,79,4,0,0,6,6,0,0,0,12.833333333333334,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.wikipedia.WikipediaTokenizerTest,26,26,2,82,0,53,82,82,8,1,0,11,11,0,0.36363636363636365,0,7.636363636363637,26,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.GraphvizFormatter,22,22,1,98,6,8,98,98,3,6,0,8,8,0,0,0,10.875,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.JapaneseAnalyzer,8,8,2,55,25,8,55,55,2,3,0,5,5,0,0,0,5,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.JapaneseBaseFormFilter,6,6,2,25,13,1,25,25,1,3,0,2,2,0,0,0,8.5,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.JapaneseKatakanaStemFilter,14,14,2,48,10,8,48,48,1,5,0,5,5,1,0.2,0,7.6,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.JapanesePartOfSpeechStopFilter,4,4,2,15,9,0,15,15,1,2,0,2,2,0,0,0,4,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.JapaneseReadingFormFilter,7,7,2,32,9,1,32,32,1,3,0,3,3,0,0,0,8,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.JapaneseTokenizer,40,40,2,363,49,59,363,363,5,43,0,15,15,2,0.26666666666666666,0,13.466666666666667,40,0,0,0,1,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.Token,44,44,1,127,13032,23,127,95,16,8,0,18,13,0,0.3888888888888889,0,6.3076923076923075,44,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.BinaryDictionary,61,61,1,237,13,26,237,237,1,15,2,20,20,10,0.45,0,10.4,61,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.CharacterDefinition,16,16,1,79,25,1,79,79,2,20,0,7,7,16,0,0,5.857142857142857,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.ConnectionCosts,9,9,1,56,14,1,56,56,2,4,0,3,3,3,0,0,12,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.Dictionary,24,24,1,60,367,36,60,60,0,1,0,9,9,1,0,0,6,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.TokenInfoDictionary,7,7,2,42,18,1,42,39,3,2,0,3,2,1,0,0,10.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.TokenInfoFST,16,16,1,42,8,0,42,36,2,4,0,6,5,1,0.3333333333333333,0,5.4,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.UnknownDictionary,18,18,2,51,22,19,51,48,3,1,0,7,6,0,0,0,5.166666666666667,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.UserDictionary,47,47,1,178,13,128,178,175,1,8,0,17,16,3,0.23529411764705882,0,10.3125,47,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.BaseFormAttribute,2,2,1,7,13,1,7,7,1,0,0,2,2,0,0,0,1,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.BaseFormAttributeImpl,6,6,2,22,0,0,22,22,2,1,0,5,5,0,0.4,0,3.2,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.InflectionAttribute,3,3,1,8,15,3,8,8,2,0,0,3,3,0,0,0,1,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.InflectionAttributeImpl,9,9,2,32,0,0,32,32,3,1,0,6,6,0,0.5,0,4.333333333333333,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.PartOfSpeechAttribute,2,2,1,7,13,1,7,7,1,0,0,2,2,0,0,0,1,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.PartOfSpeechAttributeImpl,6,6,2,25,0,0,25,25,2,1,0,5,5,0,0.4,0,3.8,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.ReadingAttribute,3,3,1,8,17,3,8,8,2,0,0,3,3,0,0,0,1,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.tokenattributes.ReadingAttributeImpl,8,8,2,32,0,0,32,32,3,1,0,6,6,0,0.5,0,4.333333333333333,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.CSVUtil,13,13,1,69,13,2,69,69,1,4,0,4,4,0,0,0,15,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.ToStringUtil,17,17,1,225,46,10,225,225,0,3,0,5,5,0,0.6,0,7.2,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestExtendedMode,13,13,2,42,0,0,42,42,4,1,0,5,5,0,0.6,0,7.4,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestJapaneseAnalyzer,18,18,2,62,0,36,62,62,9,0,0,9,9,0,0.1111111111111111,0,6.333333333333333,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestJapaneseBaseFormFilter,13,13,2,28,1,9,28,28,4,1,0,6,6,0,0.3333333333333333,0,4.5,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestJapaneseKatakanaStemFilter,14,14,2,34,0,9,34,34,4,1,0,6,6,0,0.5,0,5,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestJapaneseReadingFormFilter,15,15,2,39,0,17,39,39,4,2,0,7,7,0,0.42857142857142855,0,4.571428571428571,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestJapaneseTokenizer,110,110,2,301,6,516,301,301,33,4,0,45,45,0,0.5777777777777777,0,6.488888888888889,110,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.TestSearchMode,8,8,2,51,0,1,51,51,1,2,0,2,2,0,0,0,22.5,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.TestTokenInfoDictionary,5,5,2,66,0,0,66,66,1,0,0,1,1,0,0,0,64,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.UserDictionaryTest,8,8,2,39,0,6,39,39,4,0,0,4,4,0,0,0,9.25,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.TestToStringUtil,2,2,2,12,0,1,12,12,2,0,0,2,2,0,0,0,5,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.BinaryDictionaryWriter,32,32,1,71,2,62,71,71,0,6,2,12,12,0,0.08333333333333333,0,5.25,32,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.CharacterDefinitionWriter,8,8,1,46,2,0,46,46,1,3,0,4,4,0,0.5,0,10.25,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.ConnectionCostsBuilder,3,3,1,6,1,1,6,6,1,0,0,2,2,0,0,0,2,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.ConnectionCostsWriter,6,6,1,18,2,1,18,18,0,3,0,3,3,0,0,0,4.333333333333333,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.DictionaryBuilder,9,9,1,53,4,1,53,53,1,1,0,3,3,1,0,0,16,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.TokenInfoDictionaryBuilder,21,21,1,131,2,11,131,131,0,5,0,6,6,0,0.5,0,20.833333333333332,21,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.TokenInfoDictionaryWriter,6,6,2,18,5,4,18,18,0,1,0,4,4,0,0,0,3.75,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.UnknownDictionaryBuilder,20,20,1,79,2,3,79,79,0,2,0,6,6,0,0.3333333333333333,0,13.333333333333334,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.util.UnknownDictionaryWriter,7,7,2,28,12,4,28,28,0,1,0,5,5,0,0.6,0,5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.ja.dict.UnknownDictionaryTest,4,4,2,41,0,1,41,41,2,1,0,2,2,1,0,0,19,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.phonetic.BeiderMorseFilter,9,9,2,60,17,0,60,60,2,10,0,4,4,0,0.25,0,10.75,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.phonetic.DoubleMetaphoneFilter,9,9,2,60,37,0,60,60,2,6,0,3,3,0,0.3333333333333333,0,16.333333333333332,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.phonetic.PhoneticFilter,9,9,2,47,30,0,47,47,2,5,0,3,3,0,0.3333333333333333,0,12.333333333333334,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.phonetic.DoubleMetaphoneFilterTest,24,24,2,64,1,55,64,64,8,0,0,11,11,0,0.6363636363636364,0,6.7272727272727275,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.phonetic.TestBeiderMorseFilter,20,20,2,59,1,16,59,59,5,1,0,8,8,0,0.375,0,7.375,20,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.phonetic.TestPhoneticFilter,18,18,2,59,1,21,59,59,3,0,0,7,7,0,0.2857142857142857,0,9.428571428571429,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.AnalyzerProfile,10,10,1,50,2,1,50,50,1,1,0,2,2,1,0,0,18.5,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.SentenceTokenizer,17,17,2,81,10,17,81,81,3,6,0,7,7,0,0.14285714285714285,0,9.428571428571429,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.SmartChineseAnalyzer,14,14,2,87,35,0,87,87,1,4,0,6,6,0,0,0,9.333333333333334,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.Utility,14,14,1,96,64,3,96,96,0,7,0,3,3,7,0,0,24.666666666666668,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.WordSegmenter,9,9,1,44,2,1,44,44,0,2,0,2,2,0,0,0,18,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.WordTokenFilter,8,8,2,53,201,0,53,53,2,9,0,3,3,0,0,0,12.666666666666666,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.AbstractDictionary,18,18,1,115,2,15,115,115,0,3,2,6,6,3,0,0,16.166666666666668,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.BiSegGraph,24,24,1,154,3,2,154,154,3,3,0,8,8,0,0.25,0,18.125,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.BigramDictionary,42,42,2,180,3,17,180,180,3,7,0,11,11,2,0.09090909090909091,0,15.181818181818182,42,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.HHMMSegmenter,14,14,1,142,3,3,142,142,0,1,0,3,3,0,0,0,45,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.PathNode,9,9,1,37,10,0,37,37,1,2,0,3,3,2,0,0,9.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.SegGraph,26,26,1,102,22,0,102,95,4,2,0,7,6,0,0.2857142857142857,0,14,26,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.SegToken,7,7,1,77,94,0,77,77,1,6,0,3,3,6,0,0,15.666666666666666,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.SegTokenFilter,7,7,1,33,4,0,33,33,0,0,0,1,1,0,0,0,27,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.SegTokenPair,7,7,1,52,21,0,52,52,1,4,0,3,3,4,0,0,12,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.hhmm.WordDictionary,79,79,2,369,2,29,369,369,6,6,0,19,19,1,0,0,18.31578947368421,79,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.cn.smart.TestSmartChineseAnalyzer,51,51,2,129,0,231,129,129,20,0,0,22,22,0,0.5909090909090909,0,6.2272727272727275,51,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.pl.PolishAnalyzer,11,11,2,81,6,8,81,81,1,4,0,5,5,2,0,0,9,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.stempel.StempelFilter,10,10,2,47,4,0,47,47,1,5,0,3,3,1,0,0,11.333333333333334,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.stempel.StempelStemmer,12,12,1,54,7,0,54,54,0,2,0,4,4,0,0.25,0,11.75,12,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Cell,5,5,1,43,108,1,43,43,2,4,0,3,3,0,0,0,7.333333333333333,5,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Compile,11,11,1,116,139,0,116,116,1,3,0,2,2,0,0,0,54,11,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Diff,19,19,1,190,161,4,190,190,1,8,0,4,4,0,0,0,44.25,19,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.DiffIt,8,8,1,49,0,1,49,49,0,0,0,2,2,0,0,0,22,8,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Gener,11,11,2,61,324,3,61,61,1,0,0,3,3,0,0,0,18.666666666666668,11,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Lift,11,11,2,71,6,1,71,71,0,1,0,3,3,0,0,0,21.666666666666668,11,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.MultiTrie,31,31,2,110,22,0,110,110,0,4,1,8,8,0,0.125,0,12.625,31,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.MultiTrie2,58,58,2,231,6,66,231,231,0,0,0,12,12,0,0,0,18.833333333333332,58,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Optimizer,15,15,2,123,20,6,123,123,1,0,1,4,4,0,0,0,29.5,15,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Optimizer2,7,7,2,26,4,1,26,26,1,0,0,2,2,0,0,0,10.5,7,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Reduce,10,10,1,65,7,3,65,65,1,0,3,3,3,0,0,0,11,10,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Row,47,47,1,219,798,0,219,219,5,3,0,15,15,0,0.06666666666666667,0,14.066666666666666,47,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.Trie,49,49,1,303,353,0,303,303,3,4,1,14,14,0,0.07142857142857142,0,18.714285714285715,49,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.analysis.pl.TestPolishAnalyzer,7,7,2,33,0,6,33,33,4,0,0,4,4,0,0.25,0,7.75,7,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.TestCompile,17,17,2,73,0,10,73,73,3,0,0,5,5,0,0,0,14.2,17,0,0,0,0,../../metrics/lucene-3.6.0
org.egothor.stemmer.TestStemmer,15,15,2,68,2,21,68,68,6,0,0,7,7,0,0,0,9.428571428571429,15,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.Benchmark,14,14,1,89,118,5,89,77,3,3,0,6,4,0,0.16666666666666666,0,17.25,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.PerfRunData,75,75,1,268,134,321,268,205,17,17,0,30,19,0,0.1,0,9.631578947368421,75,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.AbstractQueryMaker,16,16,1,38,5,7,38,38,5,3,4,7,7,0,0.2857142857142857,0,4.285714285714286,16,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.ContentItemsSource,33,33,1,135,4,48,135,108,9,12,2,13,8,0,0,0,11.375,33,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.ContentSource,3,3,2,9,55,0,9,9,0,0,7,1,1,0,0,0,4,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.DemoHTMLParser,8,8,1,38,3,0,38,38,0,0,0,1,1,0,0,0,33,8,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.DirContentSource,18,18,2,159,1,3,159,159,3,4,0,6,6,0,0,0,12,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.DocData,22,22,1,66,131,49,66,45,7,6,0,14,8,0,0,0,4.25,22,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.DocMaker,38,38,1,331,108,0,331,331,7,24,0,10,10,8,0.4,0,23.6,38,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.EnwikiContentSource,14,14,2,225,2,6,225,225,2,12,0,5,5,0,0.4,0,7.4,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.EnwikiQueryMaker,13,13,2,50,0,3,50,50,1,1,0,3,3,0,0.3333333333333333,0,14.666666666666666,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.FacetSource,5,5,2,14,11,1,14,14,1,0,1,2,2,0,0,0,4.5,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.FileBasedQueryMaker,9,9,2,52,0,0,52,52,1,0,0,1,1,0,0,0,47,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.HTMLParser,5,5,1,18,54,0,18,18,0,0,0,1,1,0,0,0,13,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.LineDocSource,24,24,2,214,26,3,214,214,3,5,0,6,6,0,0.3333333333333333,0,14.5,24,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.LongToEnglishContentSource,10,10,2,30,0,1,30,30,2,2,0,3,3,0,0,0,7.666666666666667,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.LongToEnglishQueryMaker,14,14,1,30,0,7,30,24,4,3,0,6,5,0,0,0,3.2,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.QueryMaker,10,10,1,28,62,10,28,28,3,0,0,5,5,0,0,0,4.6,10,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.RandomFacetSource,9,9,2,38,2,1,38,38,1,4,0,3,3,0,0.3333333333333333,0,9.666666666666666,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.ReutersContentSource,18,18,2,93,1,11,93,93,3,5,0,6,6,0,0,0,12.833333333333334,18,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.ReutersQueryMaker,12,12,2,48,4,3,48,48,1,1,0,3,3,0,0,0,14,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.SimpleQueryMaker,5,5,2,31,3,0,31,31,1,0,1,1,1,0,0,0,26,5,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.SimpleSloppyPhraseQueryMaker,7,7,2,46,0,0,46,46,1,0,0,1,1,0,0,1,41,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.SingleDocSource,13,13,2,27,9,4,27,27,3,2,1,4,4,0,0,0,5,13,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.SortableSingleDocSource,7,7,2,30,1,0,30,30,0,3,0,3,3,0,0.6666666666666666,0,7.333333333333333,7,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecContentSource,48,48,2,232,13,33,232,229,6,20,0,11,10,5,0.09090909090909091,0,19.5,48,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecDocParser,19,19,1,100,10,8,100,100,0,5,6,5,5,2,0,0,13.4,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecFBISParser,4,4,2,33,1,0,33,33,0,7,0,1,1,0,0,0,21,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecFR94Parser,4,4,2,30,1,0,30,30,0,6,0,1,1,0,0,0,19,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecFTParser,4,4,2,24,1,0,24,24,0,4,0,1,1,0,0,0,15,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecGov2Parser,4,4,2,26,5,0,26,26,0,5,0,1,1,0,0,0,16,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecLATimesParser,4,4,2,38,1,0,38,38,0,7,0,1,1,0,0,0,26,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.TrecParserByPath,3,3,2,8,1,0,8,8,0,0,0,1,1,0,0,0,3,3,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.Entities,12,12,1,299,22,0,299,299,0,2,0,3,3,0,0,0,13.666666666666666,12,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.HTMLParser,154,154,1,744,44,167,744,744,21,37,0,38,38,4,0.13157894736842105,0,17.736842105263158,154,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.HTMLParserTokenManager,211,211,1,1402,5,451,1402,1402,11,19,0,51,51,4,0.11764705882352941,0,26.784313725490197,211,0,0,0,1,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.ParseException,19,19,2,142,684,0,142,142,2,5,0,5,5,3,0,0,23.4,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.ParserThread,4,4,2,30,1,0,30,30,1,1,0,2,2,0,0,0,13.5,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.SimpleCharStream,80,80,1,379,9,384,379,341,11,16,0,36,30,2,0.2222222222222222,0,10.466666666666667,80,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.Token,19,19,1,79,13008,13,79,79,3,8,0,7,7,8,0.14285714285714285,0,6,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.feeds.demohtml.TokenMgrError,19,19,2,102,31,15,102,102,2,5,0,6,6,0,0.16666666666666666,0,12.833333333333334,19,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.programmatic.Sample,4,4,1,49,188,1,49,49,1,0,0,2,2,0,0,0,22,4,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.stats.Points,14,14,1,50,94,7,50,47,4,3,0,7,6,0,0.14285714285714285,0,6.5,14,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.stats.Report,9,9,1,39,105,2,39,15,4,4,0,5,1,0,0,0,6,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.stats.TaskStats,38,38,1,178,48,70,178,118,13,12,0,17,6,0,0.058823529411764705,0,11.833333333333334,38,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.AddDocTask,17,17,2,45,7,13,45,45,4,2,1,7,7,0,0.2857142857142857,0,5,17,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.AddFacetedDocTask,11,11,2,32,0,0,32,32,2,3,0,4,4,0,0.25,0,6,11,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.BenchmarkHighlighter,2,2,1,3,13,0,3,3,0,0,0,1,1,0,0,0,1,2,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.ClearStatsTask,6,6,2,15,0,3,15,15,2,0,0,3,3,0,0,0,3.3333333333333335,6,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CloseIndexTask,9,9,2,28,10,4,28,28,2,1,0,4,4,0,0,0,5.5,9,0,0,0,0,../../metrics/lucene-3.6.0
org.apache.lucene.benchmark.byTask.tasks.CloseReaderTask,5,5,2,17,0,1,17,17,1,0,0,2,2,0,0,0,6,5,0,0,0,0,../../metrics/lucene-3.6.0
